Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 42: ;214;3.5;3.5;OK
delegado 43: ;187;3.5;3.5;OK
delegado 44: ;174;3.5;4.6;OK
delegado 45: ;247;4.6;4.6;OK
delegado 46: ;191;4.6;4.6;OK
delegado 47: ;177;4.6;4.6;OK
delegado 48: ;183;4.6;4.6;OK
delegado 49: ;162;4.6;3.8;OK
delegado 50: ;167;3.8;3.8;OK
delegado 51: ;260;3.8;3.8;OK
delegado 52: ;162;7.7;7.7;OK
delegado 53: ;199;7.7;7.7;OK
delegado 54: ;164;7.7;6.5;OK
delegado 55: ;191;6.5;6.5;OK
delegado 56: ;189;6.5;6.5;OK
delegado 57: ;208;6.5;2.8;OK
delegado 58: ;183;2.8;2.8;OK
delegado 59: ;239;2.8;2.8;OK
delegado 60: ;232;3.8;3.8;OK
delegado 61: ;219;3.8;3.8;OK
delegado 62: ;159;4.6;4.6;OK
delegado 63: ;204;4.6;4.6;OK
delegado 64: ;182;4.6;1.9;OK
delegado 65: ;248;1.9;1.9;OK
delegado 66: ;265;1.9;2.0;OK
delegado 67: ;171;2.0;2.0;OK
delegado 68: ;226;2.0;2.0;OK
delegado 69: ;221;2.0;7.1;OK
delegado 70: ;206;7.1;7.1;OK
delegado 71: ;158;7.1;7.1;OK
delegado 72: ;131;7.1;4.0;OK
delegado 73: ;242;4.0;4.0;OK
delegado 74: ;257;4.0;3.5;OK
delegado 75: ;190;3.5;3.5;OK
delegado 76: ;196;3.5;3.5;OK
delegado 77: ;234;3.5;2.7;OK
delegado 78: ;173;2.7;2.7;OK
delegado 79: ;266;2.7;3.8;OK
delegado 80: ;235;3.8;3.8;OK
delegado 81: ;210;3.8;4.6;OK
delegado 82: ;193;4.6;4.6;OK
delegado 83: ;190;4.6;4.6;OK
delegado 84: ;223;4.6;3.3;OK
delegado 85: ;181;3.3;3.3;OK
delegado 86: ;227;3.3;3.3;OK
delegado 87: ;139;3.3;4.3;OK
delegado 88: ;326;4.3;4.3;OK
delegado 89: ;178;4.3;3.4;OK
delegado 90: ;182;3.4;3.4;OK
delegado 91: ;164;3.4;3.4;OK
delegado 92: ;189;3.4;2.5;OK
delegado 93: ;182;2.5;2.5;OK
delegado 94: ;177;2.5;2.5;OK
delegado 95: ;249;2.5;3.9;OK
delegado 96: ;192;3.9;3.9;OK
delegado 97: ;242;3.9;3.9;OK
delegado 98: ;167;4.6;4.6;OK
delegado 99: ;182;4.6;4.6;OK
delegado 100: ;200;4.6;3.1;OK
delegado 101: ;176;3.1;3.1;OK
delegado 102: ;181;3.1;3.1;OK
delegado 103: ;190;3.1;4.9;OK
delegado 104: ;615;4.9;0.9;OK
delegado 105: ;899;0.9;0.8;OK
delegado 106: ;1184;0.8;0.7;OK
delegado 107: ;157;0.7;0.7;OK
delegado 108: ;187;0.7;0.7;OK
delegado 109: ;208;0.7;6.7;OK
delegado 110: ;183;6.7;6.7;OK
delegado 111: ;137;6.7;6.7;OK
delegado 112: ;154;6.7;3.4;OK
delegado 113: ;128;3.4;3.4;OK
delegado 114: ;184;3.4;3.4;OK
delegado 115: ;172;3.4;6.7;OK
delegado 116: ;169;6.7;6.7;OK
delegado 117: ;170;6.7;6.7;OK
delegado 118: ;231;6.7;3.5;OK
delegado 119: ;303;3.5;3.5;OK
delegado 120: ;203;3.5;4.1;OK
delegado 121: ;195;4.1;4.1;OK
delegado 122: ;202;4.1;4.1;OK
delegado 123: ;231;4.1;2.7;OK
delegado 124: ;158;2.7;2.7;OK
delegado 125: ;261;2.7;2.7;OK
delegado 126: ;279;2.7;3.9;OK
delegado 127: ;188;3.9;3.9;OK
delegado 128: ;184;3.9;3.9;OK
delegado 129: ;160;3.9;6.8;OK
delegado 130: ;268;6.8;6.8;OK
delegado 131: ;205;6.8;2.9;OK
delegado 132: ;200;2.9;2.9;OK
delegado 133: ;222;2.9;1.5;OK
delegado 134: ;168;1.5;1.5;OK
delegado 135: ;277;1.5;4.5;OK
delegado 136: ;181;4.5;4.5;OK
delegado 137: ;209;4.5;4.5;OK
delegado 138: ;322;4.5;2.9;OK
delegado 139: ;180;2.9;2.9;OK
delegado 140: ;214;2.9;2.9;OK
delegado 141: ;243;2.9;3.2;OK
delegado 142: ;176;3.2;3.2;OK
delegado 143: ;168;3.2;3.2;OK
delegado 144: ;209;3.2;2.4;OK
delegado 145: ;573;2.4;1.2;OK
delegado 146: ;170;1.2;1.2;OK
delegado 147: ;239;1.2;1.2;OK
delegado 148: ;166;1.2;2.9;OK
delegado 149: ;204;2.9;2.9;OK
delegado 150: ;173;2.9;2.9;OK
delegado 151: ;211;2.9;2.8;OK
delegado 152: ;212;2.8;2.8;OK
delegado 153: ;161;2.8;2.8;OK
delegado 154: ;176;2.8;3.6;OK
delegado 155: ;170;3.6;3.6;OK
delegado 156: ;172;3.6;3.6;OK
delegado 157: ;178;3.6;5.1;OK
delegado 158: ;212;5.1;5.1;OK
delegado 159: ;234;5.1;2.3;OK
delegado 160: ;219;2.3;2.3;OK
delegado 161: ;184;2.3;2.3;OK
delegado 162: ;180;2.3;4.0;OK
delegado 163: ;165;4.0;4.0;OK
delegado 164: ;227;4.0;4.0;OK
delegado 165: ;246;4.0;5.3;OK
delegado 166: ;165;5.3;5.3;OK
delegado 167: ;224;5.3;5.3;OK
delegado 168: ;214;5.3;3.3;OK
delegado 169: ;186;3.3;3.3;OK
delegado 170: ;186;3.3;3.3;OK
delegado 171: ;364;3.3;2.8;OK
delegado 172: ;252;2.8;2.8;OK
delegado 173: ;222;2.8;4.4;OK
delegado 174: ;200;4.4;4.4;OK
delegado 175: ;197;4.4;4.4;OK
delegado 176: ;170;4.4;2.4;OK
delegado 177: ;265;2.4;2.4;OK
delegado 178: ;149;2.4;2.4;OK
delegado 179: ;211;2.4;3.2;OK
delegado 180: ;281;3.2;3.2;OK
delegado 181: ;191;3.2;2.2;OK
delegado 182: ;171;2.2;2.2;OK
delegado 183: ;231;2.2;2.2;OK
delegado 184: ;189;2.2;3.4;OK
delegado 185: ;208;3.4;3.4;OK
delegado 186: ;247;3.4;4.5;OK
delegado 187: ;224;4.5;4.5;OK
delegado 188: ;167;4.5;4.5;OK
delegado 189: ;165;4.5;2.4;OK
delegado 190: ;145;2.4;2.4;OK
delegado 191: ;177;2.4;2.4;OK
delegado 192: ;230;2.4;4.8;OK
delegado 193: ;188;4.8;4.8;OK
delegado 194: ;193;4.8;4.8;OK
delegado 195: ;276;4.8;2.6;OK
delegado 196: ;205;2.6;2.6;OK
delegado 197: ;188;2.6;2.6;OK
delegado 198: ;199;2.6;2.8;OK
delegado 199: ;169;2.8;2.8;OK
Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1977;30.0;30.8;OK
delegado 1: ;211;30.8;30.8;OK
delegado 2: ;241;30.8;3.6;OK
delegado 3: ;182;3.6;3.6;OK
delegado 4: ;204;3.6;3.6;OK
delegado 5: ;353;3.6;4.2;OK
delegado 6: ;240;4.2;4.2;OK
delegado 7: ;175;4.2;4.2;OK
delegado 8: ;271;4.2;4.5;OK
delegado 9: ;171;4.5;4.5;OK
delegado 10: ;258;4.5;4.5;OK
delegado 11: ;189;6.8;6.8;OK
delegado 12: ;156;6.8;6.8;OK
delegado 13: ;233;6.8;6.6;OK
delegado 14: ;245;6.6;6.6;OK
delegado 15: ;308;6.6;3.7;OK
delegado 16: ;228;3.7;3.7;OK
delegado 17: ;245;3.7;5.8;OK
delegado 18: ;215;5.8;5.8;OK
delegado 19: ;237;5.8;3.8;OK
delegado 20: ;288;3.8;3.8;OK
delegado 21: ;267;3.8;2.5;OK
delegado 22: ;176;2.5;2.5;OK
delegado 23: ;214;2.5;2.5;OK
delegado 24: ;193;2.5;9.8;OK
delegado 25: ;262;9.8;9.8;OK
delegado 26: ;167;9.8;9.8;OK
delegado 27: ;186;3.8;3.8;OK
delegado 28: ;174;3.8;3.8;OK
delegado 29: ;191;3.8;3.8;OK
delegado 30: ;247;3.8;3.8;OK
delegado 31: ;223;3.8;2.2;OK
delegado 32: ;187;2.2;2.2;OK
delegado 33: ;240;2.2;2.2;OK
delegado 34: ;184;5.4;5.4;OK
delegado 35: ;229;5.4;5.4;OK
delegado 36: ;222;5.4;5.5;OK
delegado 37: ;186;5.5;5.5;OK
delegado 38: ;272;5.5;4.5;OK
delegado 39: ;236;4.5;4.5;OK
delegado 40: ;201;4.5;4.5;OK
delegado 41: ;266;4.5;4.5;OK
delegado 42: ;219;4.5;2.2;OK
delegado 43: ;123;2.2;2.2;OK
delegado 44: ;227;2.2;2.2;OK
delegado 45: ;187;2.2;4.3;OK
delegado 46: ;247;4.3;4.3;OK
delegado 47: ;200;4.3;2.3;OK
delegado 48: ;204;2.3;2.3;OK
delegado 49: ;163;2.3;2.3;OK
delegado 50: ;202;2.3;2.3;OK
delegado 51: ;174;2.3;2.3;OK
delegado 52: ;228;2.3;2.3;OK
delegado 53: ;167;2.3;6.5;OK
delegado 54: ;194;6.5;6.5;OK
delegado 55: ;159;6.5;6.5;OK
delegado 56: ;182;6.5;6.3;OK
delegado 57: ;168;6.3;6.3;OK
delegado 58: ;254;6.3;6.3;OK
delegado 59: ;175;6.3;4.5;OK
delegado 60: ;203;4.5;4.5;OK
delegado 61: ;226;4.5;4.5;OK
delegado 62: ;183;9.8;9.8;OK
delegado 63: ;261;9.8;9.8;OK
delegado 64: ;171;9.8;2.8;OK
delegado 65: ;218;2.8;2.8;OK
delegado 66: ;174;2.8;2.8;OK
delegado 67: ;161;2.8;3.6;OK
delegado 68: ;165;3.6;3.6;OK
delegado 69: ;200;3.6;3.6;OK
delegado 70: ;160;3.6;5.1;OK
delegado 71: ;211;5.1;5.1;OK
delegado 72: ;207;5.1;5.1;OK
delegado 73: ;201;5.1;3.3;OK
delegado 74: ;216;3.3;3.3;OK
delegado 75: ;187;3.3;3.3;OK
delegado 76: ;271;3.3;4.6;OK
delegado 77: ;192;4.6;4.6;OK
delegado 78: ;169;4.6;4.6;OK
delegado 79: ;201;4.6;4.2;OK
delegado 80: ;205;4.2;4.2;OK
delegado 81: ;209;4.2;4.2;OK
delegado 82: ;173;4.2;3.4;OK
delegado 83: ;204;3.4;3.4;OK
delegado 84: ;225;3.4;3.4;OK
delegado 85: ;190;3.1;3.1;OK
delegado 86: ;197;3.1;3.1;OK
delegado 87: ;193;3.1;1.8;OK
delegado 88: ;205;1.8;1.8;OK
delegado 89: ;163;1.8;1.8;OK
delegado 90: ;186;1.8;3.6;OK
delegado 91: ;218;3.6;3.6;OK
delegado 92: ;204;3.6;3.6;OK
delegado 93: ;188;3.6;3.3;OK
delegado 94: ;212;3.3;3.3;OK
delegado 95: ;175;3.3;3.3;OK
delegado 96: ;168;3.3;3.0;OK
delegado 97: ;193;3.0;3.0;OK
delegado 98: ;221;3.0;3.0;OK
delegado 99: ;254;3.0;2.0;OK
delegado 100: ;291;2.0;2.0;OK
delegado 101: ;178;2.0;4.4;OK
delegado 102: ;197;4.4;4.4;OK
delegado 103: ;167;4.4;4.4;OK
delegado 104: ;268;4.4;3.2;OK
delegado 105: ;214;3.2;3.2;OK
delegado 106: ;171;3.2;3.2;OK
delegado 107: ;253;3.2;4.1;OK
delegado 108: ;141;4.1;4.1;OK
delegado 109: ;183;4.1;4.1;OK
delegado 110: ;191;4.1;3.9;OK
delegado 111: ;125;3.9;3.9;OK
delegado 112: ;174;3.9;3.9;OK
delegado 113: ;174;3.9;3.5;OK
delegado 114: ;199;3.5;3.5;OK
delegado 115: ;163;3.5;3.5;OK
delegado 116: ;174;3.5;4.3;OK
delegado 117: ;181;4.3;4.3;OK
delegado 118: ;327;4.3;2.7;OK
delegado 119: ;185;2.7;2.7;OK
delegado 120: ;172;2.7;2.7;OK
delegado 121: ;199;2.7;4.2;OK
delegado 122: ;229;4.2;4.2;OK
delegado 123: ;175;4.2;4.2;OK
delegado 124: ;174;4.2;4.0;OK
delegado 125: ;161;4.0;4.0;OK
delegado 126: ;207;4.0;4.0;OK
delegado 127: ;210;4.0;6.4;OK
delegado 128: ;236;6.4;6.4;OK
delegado 129: ;173;6.4;6.4;OK
delegado 130: ;200;6.4;2.2;OK
delegado 131: ;165;2.2;2.2;OK
delegado 132: ;211;2.2;2.2;OK
delegado 133: ;168;2.2;2.4;OK
delegado 134: ;189;2.4;2.4;OK
delegado 135: ;206;2.4;2.4;OK
delegado 136: ;228;2.4;2.1;OK
delegado 137: ;201;2.1;2.1;OK
delegado 138: ;178;2.1;2.1;OK
delegado 139: ;190;2.1;4.2;OK
delegado 140: ;182;4.2;4.2;OK
delegado 141: ;208;4.2;4.2;OK
delegado 142: ;176;4.2;3.5;OK
delegado 143: ;162;3.5;3.5;OK
delegado 144: ;280;3.5;2.3;OK
delegado 145: ;232;2.3;2.3;OK
delegado 146: ;194;2.3;2.3;OK
delegado 147: ;184;2.3;2.3;OK
delegado 148: ;216;2.3;2.3;OK
delegado 149: ;184;2.3;2.4;OK
delegado 150: ;213;2.4;2.4;OK
delegado 151: ;470;2.4;1.0;OK
delegado 152: ;178;1.0;1.0;OK
delegado 153: ;300;1.0;4.3;OK
delegado 154: ;200;4.3;4.3;OK
delegado 155: ;195;4.3;4.3;OK
delegado 156: ;195;4.3;4.0;OK
delegado 157: ;184;4.0;4.0;OK
delegado 158: ;201;4.0;4.0;OK
delegado 159: ;199;4.0;3.4;OK
delegado 160: ;175;3.4;3.4;OK
delegado 161: ;171;3.4;3.4;OK
delegado 162: ;163;3.4;3.9;OK
delegado 163: ;200;3.9;3.9;OK
delegado 164: ;229;3.9;3.9;OK
delegado 165: ;194;3.8;3.8;OK
delegado 166: ;186;3.8;3.8;OK
delegado 167: ;153;3.8;3.2;OK
delegado 168: ;233;3.2;3.2;OK
delegado 169: ;194;3.2;3.2;OK
delegado 170: ;207;4.6;4.6;OK
delegado 171: ;198;4.6;4.6;OK
delegado 172: ;165;4.6;1.8;OK
delegado 173: ;164;1.8;1.8;OK
delegado 174: ;218;1.8;1.8;OK
delegado 175: ;199;1.8;4.1;OK
delegado 176: ;216;4.1;4.1;OK
delegado 177: ;227;4.1;4.1;OK
delegado 178: ;189;3.0;3.0;OK
delegado 179: ;225;3.0;3.0;OK
delegado 180: ;158;3.0;3.0;OK
delegado 181: ;197;3.0;3.0;OK
delegado 182: ;197;3.0;3.0;OK
delegado 183: ;189;3.0;3.5;OK
delegado 184: ;247;3.5;3.5;OK
delegado 185: ;268;3.5;4.0;OK
delegado 186: ;167;4.0;4.0;OK
delegado 187: ;182;4.0;4.0;OK
delegado 188: ;235;4.0;3.5;OK
delegado 189: ;239;3.5;3.5;OK
delegado 190: ;211;3.5;3.8;OK
delegado 191: ;183;3.8;3.8;OK
delegado 192: ;167;3.8;3.8;OK
delegado 193: ;244;3.8;4.0;OK
delegado 194: ;169;4.0;4.0;OK
delegado 195: ;168;4.0;4.0;OK
delegado 196: ;202;4.0;3.1;OK
delegado 197: ;196;3.1;3.1;OK
delegado 198: ;156;3.1;3.1;OK
delegado 199: ;233;3.1;3.4;OK
Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1953;26.0;32.1;OK
delegado 1: ;205;32.1;32.1;OK
delegado 2: ;208;32.1;32.1;OK
delegado 3: ;250;32.1;2.6;OK
delegado 4: ;143;2.6;2.6;OK
delegado 5: ;136;2.6;2.6;OK
delegado 6: ;241;2.6;5.7;OK
delegado 7: ;224;5.7;5.7;OK
delegado 8: ;191;5.7;5.7;OK
delegado 9: ;132;6.2;6.2;OK
delegado 10: ;194;6.2;6.2;OK
delegado 11: ;190;6.2;5.9;OK
delegado 12: ;183;5.9;5.9;OK
delegado 13: ;188;5.9;5.9;OK
delegado 14: ;254;5.9;4.7;OK
delegado 15: ;196;4.7;4.7;OK
delegado 16: ;176;4.7;4.7;OK
delegado 17: ;240;4.7;5.0;OK
delegado 18: ;141;5.0;5.0;OK
delegado 19: ;183;5.0;5.0;OK
delegado 20: ;207;5.0;4.9;OK
delegado 21: ;186;4.9;4.9;OK
delegado 22: ;246;4.9;3.8;OK
delegado 23: ;233;3.8;3.8;OK
delegado 24: ;210;3.8;3.8;OK
delegado 25: ;294;4.5;4.5;OK
delegado 26: ;172;4.5;1.5;OK
delegado 27: ;208;1.5;1.5;OK
delegado 28: ;218;1.5;1.5;OK
delegado 29: ;171;6.2;6.2;OK
delegado 30: ;202;6.2;6.2;OK
delegado 31: ;254;6.2;2.8;OK
delegado 32: ;207;2.8;2.8;OK
delegado 33: ;196;2.8;2.8;OK
delegado 34: ;197;2.8;3.9;OK
delegado 35: ;202;3.9;3.9;OK
delegado 36: ;217;3.9;3.9;OK
delegado 37: ;209;3.9;4.9;OK
delegado 38: ;245;4.9;4.9;OK
delegado 39: ;294;4.9;2.5;OK
delegado 40: ;176;2.5;2.5;OK
delegado 41: ;306;2.5;2.8;OK
delegado 42: ;267;2.8;2.8;OK
delegado 43: ;185;2.8;3.0;OK
delegado 44: ;224;3.0;3.0;OK
delegado 45: ;205;3.0;3.0;OK
delegado 46: ;173;2.3;2.3;OK
delegado 47: ;170;2.3;2.3;OK
delegado 48: ;235;2.3;1.8;OK
delegado 49: ;166;1.8;1.8;OK
delegado 50: ;196;1.8;1.8;OK
delegado 51: ;212;1.8;4.7;OK
delegado 52: ;160;4.7;4.7;OK
delegado 53: ;211;4.7;4.7;OK
delegado 54: ;324;4.7;6.9;OK
delegado 55: ;175;6.9;6.9;OK
delegado 56: ;186;6.9;6.9;OK
delegado 57: ;216;6.9;2.9;OK
delegado 58: ;174;2.9;2.9;OK
delegado 59: ;192;2.9;2.9;OK
delegado 60: ;220;2.9;4.6;OK
delegado 61: ;237;4.6;4.6;OK
delegado 62: ;148;4.6;4.6;OK
delegado 63: ;184;4.6;6.5;OK
delegado 64: ;233;6.5;6.5;OK
delegado 65: ;180;6.5;6.5;OK
delegado 66: ;125;6.5;3.1;OK
delegado 67: ;177;3.1;3.1;OK
delegado 68: ;177;3.1;3.1;OK
delegado 69: ;183;3.1;5.0;OK
delegado 70: ;170;5.0;5.0;OK
delegado 71: ;125;5.0;5.0;OK
delegado 72: ;162;5.0;5.7;OK
delegado 73: ;223;5.7;5.7;OK
delegado 74: ;219;5.7;5.7;OK
delegado 75: ;224;6.0;6.0;OK
delegado 76: ;175;6.0;6.0;OK
delegado 77: ;190;6.0;3.5;OK
delegado 78: ;183;3.5;3.5;OK
delegado 79: ;242;3.5;3.5;OK
delegado 80: ;173;3.5;2.8;OK
delegado 81: ;157;2.8;2.8;OK
delegado 82: ;170;2.8;2.8;OK
delegado 83: ;251;2.8;2.9;OK
delegado 84: ;243;2.9;2.9;OK
delegado 85: ;185;2.9;2.9;OK
delegado 86: ;212;5.4;5.4;OK
delegado 87: ;215;5.4;5.4;OK
delegado 88: ;177;5.4;2.2;OK
delegado 89: ;189;2.2;2.2;OK
delegado 90: ;199;2.2;2.2;OK
delegado 91: ;223;2.2;1.1;OK
delegado 92: ;174;1.1;1.1;OK
delegado 93: ;185;1.1;1.1;OK
delegado 94: ;171;1.1;3.8;OK
delegado 95: ;242;3.8;3.8;OK
delegado 96: ;211;3.8;3.7;OK
delegado 97: ;184;3.7;3.7;OK
delegado 98: ;199;3.7;3.7;OK
delegado 99: ;157;3.7;5.5;OK
delegado 100: ;178;5.5;5.5;OK
delegado 101: ;179;5.5;5.5;OK
delegado 102: ;162;5.5;4.5;OK
delegado 103: ;186;4.5;4.5;OK
delegado 104: ;247;4.5;4.5;OK
delegado 105: ;197;3.0;3.0;OK
delegado 106: ;196;3.0;3.0;OK
delegado 107: ;184;3.0;6.6;OK
delegado 108: ;202;6.6;6.6;OK
delegado 109: ;221;6.6;6.6;OK
delegado 110: ;193;6.6;2.7;OK
delegado 111: ;156;2.7;2.7;OK
delegado 112: ;181;2.7;2.7;OK
delegado 113: ;123;2.7;7.1;OK
delegado 114: ;184;7.1;7.1;OK
delegado 115: ;171;7.1;7.1;OK
delegado 116: ;162;7.1;5.1;OK
delegado 117: ;245;5.1;5.1;OK
delegado 118: ;196;5.1;5.1;OK
delegado 119: ;156;3.0;3.0;OK
delegado 120: ;177;3.0;3.0;OK
delegado 121: ;166;3.0;2.7;OK
delegado 122: ;206;2.7;2.7;OK
delegado 123: ;191;2.7;2.7;OK
delegado 124: ;210;2.7;2.2;OK
delegado 125: ;146;2.2;2.2;OK
delegado 126: ;205;2.2;2.2;OK
delegado 127: ;190;2.2;7.3;OK
delegado 128: ;207;7.3;7.3;OK
delegado 129: ;151;7.3;7.3;OK
delegado 130: ;195;7.3;2.4;OK
delegado 131: ;188;2.4;2.4;OK
delegado 132: ;168;2.4;2.4;OK
delegado 133: ;219;2.4;2.3;OK
delegado 134: ;200;2.3;2.3;OK
delegado 135: ;204;2.3;2.3;OK
delegado 136: ;228;2.3;3.7;OK
delegado 137: ;191;3.7;3.7;OK
delegado 138: ;242;3.7;3.7;OK
delegado 139: ;187;3.8;3.8;OK
delegado 140: ;218;3.8;3.8;OK
delegado 141: ;275;3.8;3.1;OK
delegado 142: ;242;3.1;3.1;OK
delegado 143: ;210;3.1;3.0;OK
delegado 144: ;155;3.0;3.0;OK
delegado 145: ;217;3.0;3.0;OK
delegado 146: ;163;3.0;5.0;OK
delegado 147: ;246;5.0;5.0;OK
delegado 148: ;164;5.0;5.0;OK
delegado 149: ;172;5.0;5.8;OK
delegado 150: ;161;5.8;5.8;OK
delegado 151: ;186;5.8;5.8;OK
delegado 152: ;239;5.8;4.6;OK
delegado 153: ;276;4.6;4.6;OK
delegado 154: ;500;4.6;0.9;OK
delegado 155: ;596;0.9;1.2;OK
delegado 156: ;896;1.2;0.8;OK
delegado 157: ;894;0.8;0.4;OK
delegado 158: ;277;0.4;0.4;OK
delegado 159: ;199;0.4;2.9;OK
delegado 160: ;252;2.9;2.9;OK
delegado 161: ;208;2.9;2.2;OK
delegado 162: ;194;2.2;2.2;OK
delegado 163: ;208;2.2;2.2;OK
delegado 164: ;161;2.2;1.7;OK
delegado 165: ;177;1.7;1.7;OK
delegado 166: ;170;1.7;1.7;OK
delegado 167: ;196;1.7;4.2;OK
delegado 168: ;210;4.2;4.2;OK
delegado 169: ;174;4.2;4.2;OK
delegado 170: ;186;4.2;2.3;OK
delegado 171: ;177;2.3;2.3;OK
delegado 172: ;184;2.3;2.3;OK
delegado 173: ;204;2.3;3.6;OK
delegado 174: ;129;3.6;3.6;OK
delegado 175: ;195;3.6;3.6;OK
delegado 176: ;166;3.6;2.6;OK
delegado 177: ;206;2.6;2.6;OK
delegado 178: ;170;2.6;2.6;OK
delegado 179: ;280;2.6;3.6;OK
delegado 180: ;172;3.6;3.6;OK
delegado 181: ;188;3.6;3.6;OK
delegado 182: ;176;3.6;1.2;OK
delegado 183: ;196;1.2;1.2;OK
delegado 184: ;162;1.2;1.2;OK
delegado 185: ;167;1.2;4.4;OK
delegado 186: ;206;4.4;4.4;OK
delegado 187: ;300;4.4;3.4;OK
delegado 188: ;227;3.4;3.4;OK
delegado 189: ;251;3.4;2.9;OK
delegado 190: ;199;2.9;2.9;OK
delegado 191: ;214;2.9;2.9;OK
delegado 192: ;212;3.7;3.7;OK
delegado 193: ;195;3.7;3.7;OK
delegado 194: ;164;3.7;3.6;OK
delegado 195: ;182;3.6;3.6;OK
delegado 196: ;200;3.6;3.6;OK
delegado 197: ;214;3.6;4.5;OK
delegado 198: ;185;4.5;4.5;OK
delegado 199: ;271;4.5;3.7;OK
Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 0: ;1968;26.0;37.4;OK
delegado 1: ;166;37.4;37.4;OK
delegado 2: ;176;37.4;37.4;OK
delegado 3: ;250;37.4;7.2;OK
delegado 4: ;147;7.2;7.2;OK
delegado 5: ;196;7.2;7.2;OK
delegado 6: ;220;7.2;5.2;OK
delegado 7: ;309;5.2;5.2;OK
delegado 8: ;197;5.2;5.4;OK
delegado 9: ;192;5.4;5.4;OK
delegado 10: ;195;5.4;5.4;OK
delegado 11: ;275;5.4;3.6;OK
delegado 12: ;211;3.6;3.6;OK
delegado 13: ;240;3.6;4.5;OK
delegado 14: ;292;4.5;4.5;OK
delegado 15: ;314;4.5;3.4;OK
delegado 16: ;201;3.4;3.4;OK
delegado 17: ;278;3.4;5.7;OK
delegado 18: ;252;5.7;5.7;OK
delegado 19: ;195;5.7;5.3;OK
delegado 20: ;194;5.3;5.3;OK
delegado 21: ;250;5.3;5.4;OK
delegado 22: ;210;5.4;5.4;OK
delegado 23: ;163;5.4;5.4;OK
delegado 24: ;170;5.4;2.4;OK
delegado 25: ;170;2.4;2.4;OK
delegado 26: ;249;2.4;2.4;OK
delegado 27: ;178;2.4;2.8;OK
delegado 28: ;179;2.8;2.8;OK
delegado 29: ;213;2.8;2.8;OK
delegado 30: ;219;2.8;2.7;OK
delegado 31: ;203;2.7;2.7;OK
delegado 32: ;174;2.7;2.7;OK
delegado 33: ;156;2.7;4.3;OK
delegado 34: ;189;4.3;4.3;OK
delegado 35: ;297;4.3;2.8;OK
delegado 36: ;158;2.8;2.8;OK
delegado 37: ;198;2.8;2.8;OK
delegado 38: ;202;2.8;5.4;OK
delegado 39: ;174;5.4;5.4;OK
delegado 40: ;202;5.4;5.4;OK
delegado 41: ;213;5.4;5.1;OK
delegado 42: ;203;5.1;5.1;OK
delegado 43: ;160;5.1;5.1;OK
delegado 44: ;207;5.1;2.3;OK
delegado 45: ;244;2.3;2.3;OK
delegado 46: ;217;2.3;5.2;OK
delegado 47: ;204;5.2;5.2;OK
delegado 48: ;180;5.2;5.2;OK
delegado 49: ;158;5.2;3.0;OK
delegado 50: ;215;3.0;3.0;OK
delegado 51: ;168;3.0;3.0;OK
delegado 52: ;177;3.0;9.0;OK
delegado 53: ;134;9.0;9.0;OK
delegado 54: ;234;9.0;9.0;OK
delegado 55: ;184;9.0;3.6;OK
delegado 56: ;187;3.6;3.6;OK
delegado 57: ;268;3.6;3.7;OK
delegado 58: ;168;3.7;3.7;OK
delegado 59: ;936;3.7;2.3;OK
delegado 60: ;949;2.3;0.7;OK
delegado 61: ;891;0.7;1.2;OK
delegado 62: ;412;1.2;1.2;OK
delegado 63: ;173;1.2;3.6;OK
delegado 64: ;167;3.6;3.6;OK
delegado 65: ;179;3.6;3.6;OK
delegado 66: ;222;3.6;6.4;OK
delegado 67: ;148;6.4;6.4;OK
delegado 68: ;155;6.4;6.4;OK
delegado 69: ;164;6.4;4.8;OK
delegado 70: ;266;4.8;4.8;OK
delegado 71: ;223;4.8;6.3;OK
delegado 72: ;200;6.3;6.3;OK
delegado 73: ;222;6.3;6.3;OK
delegado 74: ;240;6.3;3.1;OK
delegado 75: ;195;3.1;3.1;OK
delegado 76: ;170;3.1;3.1;OK
delegado 77: ;219;3.1;6.9;OK
delegado 78: ;176;6.9;6.9;OK
delegado 79: ;242;6.9;6.9;OK
delegado 80: ;171;3.1;3.1;OK
delegado 81: ;184;3.1;3.1;OK
delegado 82: ;217;3.1;4.8;OK
delegado 83: ;197;4.8;4.8;OK
delegado 84: ;172;4.8;4.8;OK
delegado 85: ;209;4.8;7.5;OK
delegado 86: ;189;7.5;7.5;OK
delegado 87: ;187;7.5;7.5;OK
delegado 88: ;188;7.5;4.1;OK
delegado 89: ;168;4.1;4.1;OK
delegado 90: ;202;4.1;4.1;OK
delegado 91: ;201;4.1;3.5;OK
delegado 92: ;152;3.5;3.5;OK
delegado 93: ;268;3.5;3.5;OK
delegado 94: ;200;3.5;3.8;OK
delegado 95: ;169;3.8;3.8;OK
